"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0050922","negative regulation of chemotaxis","BP",3,1,2,0.699502154805247,0.306967466542153
"GO:0060326","cell chemotaxis","BP",16,5,5,0.651432368552723,0.762448097205896
"GO:0097529","myeloid leukocyte migration","BP",14,3,7,0.891210389475857,0.224385070974505
"GO:1905517","macrophage migration","BP",6,2,3,0.642601833479987,0.390195622764166
"GO:1905521","regulation of macrophage migration","BP",4,2,2,0.401321773712254,0.46961733221483
"GO:1905522","negative regulation of macrophage migration","BP",1,1,0,0.32991452991453,1
"GO:0007409","axonogenesis","BP",29,9,10,0.658263302509473,0.672523732677331
"GO:0008361","regulation of cell size","BP",18,5,6,0.761449653132361,0.705300125382341
"GO:0030865","cortical cytoskeleton organization","BP",7,3,1,0.421456398014824,0.960313577803809
"GO:0048588","developmental cell growth","BP",21,8,7,0.385534785479526,0.708433362030003
"GO:0048638","regulation of developmental growth","BP",26,9,10,0.503753636453712,0.505715159664171
"GO:0048639","positive regulation of developmental growth","BP",16,3,9,0.938536052516792,0.0888452565852978
"GO:0048668","collateral sprouting","BP",6,3,3,0.31258479901659,0.390195622764166
"GO:0048670","regulation of collateral sprouting","BP",5,2,3,0.532596155325521,0.264003351081446
"GO:0048672","positive regulation of collateral sprouting","BP",4,1,3,0.798895615169579,0.144317600869476
"GO:0050770","regulation of axonogenesis","BP",14,4,4,0.731379623569274,0.820874385729395
"GO:0050772","positive regulation of axonogenesis","BP",10,3,4,0.693782762890365,0.536039964196198
"GO:0060560","developmental growth involved in morphogenesis","BP",22,6,9,0.786519484208691,0.422890744464405
"GO:0061387","regulation of extent of cell growth","BP",13,4,4,0.669237964583999,0.767491176287152
"GO:0061564","axon development","BP",32,10,12,0.649722195295977,0.536356579736273
"GO:0000041","transition metal ion transport","BP",6,4,1,0.0962356035681142,0.936978178122284
"GO:0006825","copper ion transport","BP",2,1,0,0.551174573929065,1
"GO:0035434","copper ion transmembrane transport","BP",1,1,0,0.32991452991453,1
"GO:0060003","copper ion export","BP",1,1,0,0.32991452991453,1
"GO:0001101","response to acid chemical","BP",6,2,1,0.642601833479987,0.936978178122284
"GO:0006754","ATP biosynthetic process","BP",4,3,0,0.107717050641147,1
"GO:0009141","nucleoside triphosphate metabolic process","BP",7,4,1,0.167422667018944,0.960313577803809
"GO:0009142","nucleoside triphosphate biosynthetic process","BP",6,3,1,0.31258479901659,0.936978178122284
"GO:0009144","purine nucleoside triphosphate metabolic process","BP",7,4,1,0.167422667018944,0.960313577803809
"GO:0009145","purine nucleoside triphosphate biosynthetic process","BP",6,3,1,0.31258479901659,0.936978178122284
"GO:0009199","ribonucleoside triphosphate metabolic process","BP",6,3,1,0.31258479901659,0.936978178122284
"GO:0009201","ribonucleoside triphosphate biosynthetic process","BP",6,3,1,0.31258479901659,0.936978178122284
"GO:0009205","purine ribonucleoside triphosphate metabolic process","BP",6,3,1,0.31258479901659,0.936978178122284
"GO:0009206","purine ribonucleoside triphosphate biosynthetic process","BP",6,3,1,0.31258479901659,0.936978178122284
"GO:0010917","negative regulation of mitochondrial membrane potential","BP",2,0,1,1,0.601250246759229
"GO:0015985","energy coupled proton transport, down electrochemical gradient","BP",2,1,0,0.551174573929065,1
"GO:0015986","ATP synthesis coupled proton transport","BP",2,1,0,0.551174573929065,1
"GO:0030516","regulation of axon extension","BP",10,2,3,0.892904762762871,0.777368206458239
"GO:0043200","response to amino acid","BP",6,2,1,0.642601833479987,0.936978178122284
"GO:0045773","positive regulation of axon extension","BP",6,2,1,0.642601833479987,0.936978178122284
"GO:0045837","negative regulation of membrane potential","BP",2,0,1,1,0.601250246759229
"GO:0046931","pore complex assembly","BP",2,0,1,1,0.601250246759229
"GO:0048675","axon extension","BP",11,3,3,0.759699011124022,0.834475622407317
"GO:0051881","regulation of mitochondrial membrane potential","BP",6,2,2,0.642601833479987,0.714942168073546
"GO:0071229","cellular response to acid chemical","BP",6,2,1,0.642601833479987,0.936978178122284
"GO:0071230","cellular response to amino acid stimulus","BP",6,2,1,0.642601833479987,0.936978178122284
"GO:0072593","reactive oxygen species metabolic process","BP",17,5,9,0.710090252043072,0.129355416547858
"GO:1901216","positive regulation of neuron death","BP",8,1,4,0.95983044272002,0.333387790858277
"GO:1902065","response to L-glutamate","BP",1,0,0,1,1
"GO:1902600","proton transmembrane transport","BP",8,6,0,0.0182940324201225,1
"GO:1903409","reactive oxygen species biosynthetic process","BP",5,3,1,0.204410201292352,0.899972176447494
"GO:1903426","regulation of reactive oxygen species biosynthetic process","BP",4,2,1,0.401321773712254,0.841316405085412
"GO:1903427","negative regulation of reactive oxygen species biosynthetic process","BP",3,2,0,0.2545194121767,1
"GO:1905232","cellular response to L-glutamate","BP",1,0,0,1,1
"GO:1990138","neuron projection extension","BP",16,4,6,0.828634456374354,0.572367905209442
"GO:2000377","regulation of reactive oxygen species metabolic process","BP",14,4,7,0.731379623569274,0.224385070974505
"GO:2000378","negative regulation of reactive oxygen species metabolic process","BP",8,3,3,0.523681493548849,0.615780346564365
"GO:0006885","regulation of pH","BP",7,4,3,0.167422667018944,0.509883138174582
"GO:0007035","vacuolar acidification","BP",3,1,2,0.699502154805247,0.306967466542153
"GO:0030004","cellular monovalent inorganic cation homeostasis","BP",5,2,3,0.532596155325521,0.264003351081446
"GO:0030641","regulation of cellular pH","BP",5,2,3,0.532596155325521,0.264003351081446
"GO:0045851","pH reduction","BP",3,1,2,0.699502154805247,0.306967466542153
"GO:0051452","intracellular pH reduction","BP",3,1,2,0.699502154805247,0.306967466542153
"GO:0051453","regulation of intracellular pH","BP",4,1,3,0.798895615169579,0.144317600869476
"GO:1901998","toxin transport","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0001503","ossification","BP",17,6,10,0.510653448175885,0.0528362255074662
"GO:0001649","osteoblast differentiation","BP",12,4,7,0.597875285233168,0.107115123213609
"GO:0001756","somitogenesis","BP",6,1,5,0.910044209460714,0.0278851113928814
"GO:0001957","intramembranous ossification","BP",1,0,1,1,0.368376068376068
"GO:0002063","chondrocyte development","BP",3,0,3,1,0.0497691017182855
"GO:0003002","regionalization","BP",22,1,11,0.999864483537997,0.142897643418076
"GO:0003007","heart morphogenesis","BP",11,1,9,0.988051728219192,0.00295531809668321
"GO:0003128","heart field specification","BP",1,0,1,1,0.368376068376068
"GO:0003139","secondary heart field specification","BP",1,0,1,1,0.368376068376068
"GO:0006282","regulation of DNA repair","BP",11,2,6,0.922506040904838,0.180516587288686
"GO:0006298","mismatch repair","BP",2,0,2,1,0.135501889992908
"GO:0007063","regulation of sister chromatid cohesion","BP",1,0,1,1,0.368376068376068
"GO:0009798","axis specification","BP",5,1,4,0.865470480130593,0.0645271007281625
"GO:0009950","dorsal/ventral axis specification","BP",2,0,2,1,0.135501889992908
"GO:0009952","anterior/posterior pattern specification","BP",19,1,8,0.999537825568407,0.39792479478894
"GO:0009953","dorsal/ventral pattern formation","BP",5,0,4,1,0.0645271007281625
"GO:0010092","specification of animal organ identity","BP",1,0,1,1,0.368376068376068
"GO:0010718","positive regulation of epithelial to mesenchymal transition","BP",1,0,1,1,0.368376068376068
"GO:0030178","negative regulation of Wnt signaling pathway","BP",15,5,8,0.585755268732675,0.144103796297821
"GO:0030278","regulation of ossification","BP",9,4,4,0.34093140881906,0.437401572133841
"GO:0030279","negative regulation of ossification","BP",7,3,4,0.421456398014824,0.230612268883612
"GO:0030282","bone mineralization","BP",5,2,3,0.532596155325521,0.264003351081446
"GO:0031214","biomineral tissue development","BP",6,3,3,0.31258479901659,0.390195622764166
"GO:0032330","regulation of chondrocyte differentiation","BP",3,0,3,1,0.0497691017182855
"GO:0032423","regulation of mismatch repair","BP",1,0,1,1,0.368376068376068
"GO:0035282","segmentation","BP",8,1,7,0.95983044272002,0.00486202421110478
"GO:0036072","direct ossification","BP",1,0,1,1,0.368376068376068
"GO:0042476","odontogenesis","BP",3,1,2,0.699502154805247,0.306967466542153
"GO:0043487","regulation of RNA stability","BP",9,0,6,1,0.0674096930250486
"GO:0043488","regulation of mRNA stability","BP",9,0,6,1,0.0674096930250486
"GO:0043489","RNA stabilization","BP",5,0,4,1,0.0645271007281625
"GO:0043570","maintenance of DNA repeat elements","BP",1,0,1,1,0.368376068376068
"GO:0044332","Wnt signaling pathway involved in dorsal/ventral axis specification","BP",1,0,1,1,0.368376068376068
"GO:0045667","regulation of osteoblast differentiation","BP",6,3,2,0.31258479901659,0.714942168073546
"GO:0045668","negative regulation of osteoblast differentiation","BP",5,3,2,0.204410201292352,0.606693319637086
"GO:0048255","mRNA stabilization","BP",5,0,4,1,0.0645271007281625
"GO:0048645","animal organ formation","BP",2,0,2,1,0.135501889992908
"GO:0060914","heart formation","BP",2,0,2,1,0.135501889992908
"GO:0061013","regulation of mRNA catabolic process","BP",13,1,7,0.994687366070426,0.160993572664227
"GO:0061035","regulation of cartilage development","BP",5,1,4,0.865470480130593,0.0645271007281625
"GO:0061053","somite development","BP",6,1,5,0.910044209460714,0.0278851113928814
"GO:0061181","regulation of chondrocyte development","BP",2,0,2,1,0.135501889992908
"GO:0070601","centromeric sister chromatid cohesion","BP",2,0,2,1,0.135501889992908
"GO:0070602","regulation of centromeric sister chromatid cohesion","BP",1,0,1,1,0.368376068376068
"GO:0090090","negative regulation of canonical Wnt signaling pathway","BP",8,2,5,0.800186179038453,0.127836746908948
"GO:0110148","biomineralization","BP",6,3,3,0.31258479901659,0.390195622764166
"GO:1902369","negative regulation of RNA catabolic process","BP",6,1,4,0.910044209460714,0.137811079398725
"GO:1902373","negative regulation of mRNA catabolic process","BP",6,1,4,0.910044209460714,0.137811079398725
"GO:1903312","negative regulation of mRNA metabolic process","BP",8,1,6,0.95983044272002,0.0324342515107264
"GO:2000053","regulation of Wnt signaling pathway involved in dorsal/ventral axis specification","BP",1,0,1,1,0.368376068376068
"GO:2000054","negative regulation of Wnt signaling pathway involved in dorsal/ventral axis specification","BP",1,0,1,1,0.368376068376068
"GO:0001539","cilium or flagellum-dependent cell motility","BP",4,0,1,1,0.841316405085412
"GO:0001578","microtubule bundle formation","BP",6,3,1,0.31258479901659,0.936978178122284
"GO:0003341","cilium movement","BP",9,3,2,0.615056535913744,0.900901264735032
"GO:0007288","sperm axoneme assembly","BP",3,0,1,1,0.748391636867767
"GO:0030317","flagellated sperm motility","BP",4,0,1,1,0.841316405085412
"GO:0035082","axoneme assembly","BP",5,2,1,0.532596155325521,0.899972176447494
"GO:0035735","intraciliary transport involved in cilium assembly","BP",1,0,1,1,0.368376068376068
"GO:0042073","intraciliary transport","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0060285","cilium-dependent cell motility","BP",4,0,1,1,0.841316405085412
"GO:0060294","cilium movement involved in cell motility","BP",4,0,1,1,0.841316405085412
"GO:0090316","positive regulation of intracellular protein transport","BP",13,4,4,0.669237964583999,0.767491176287152
"GO:0097722","sperm motility","BP",4,0,1,1,0.841316405085412
"GO:0098840","protein transport along microtubule","BP",3,1,1,0.699502154805247,0.748391636867767
"GO:0099118","microtubule-based protein transport","BP",3,1,1,0.699502154805247,0.748391636867767
"GO:1905198","manchette assembly","BP",1,0,1,1,0.368376068376068
"GO:1990953","intramanchette transport","BP",1,0,1,1,0.368376068376068
"GO:0042092","type 2 immune response","BP",3,2,1,0.2545194121767,0.748391636867767
"GO:0006301","postreplication repair","BP",3,0,2,1,0.306967466542153
"GO:0006304","DNA modification","BP",3,0,3,1,0.0497691017182855
"GO:0006305","DNA alkylation","BP",3,0,3,1,0.0497691017182855
"GO:0006306","DNA methylation","BP",3,0,3,1,0.0497691017182855
"GO:0006349","regulation of gene expression by genetic imprinting","BP",1,0,1,1,0.368376068376068
"GO:0006473","protein acetylation","BP",18,8,7,0.2122354755127,0.517008218218471
"GO:0006475","internal protein amino acid acetylation","BP",13,4,7,0.669237964583999,0.160993572664227
"GO:0006479","protein methylation","BP",7,3,3,0.421456398014824,0.509883138174582
"GO:0007050","cell cycle arrest","BP",13,3,7,0.856960939638732,0.160993572664227
"GO:0007549","dosage compensation","BP",2,0,1,1,0.601250246759229
"GO:0008213","protein alkylation","BP",7,3,3,0.421456398014824,0.509883138174582
"GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","BP",5,2,3,0.532596155325521,0.264003351081446
"GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","BP",5,1,4,0.865470480130593,0.0645271007281625
"GO:0009048","dosage compensation by inactivation of X chromosome","BP",2,0,1,1,0.601250246759229
"GO:0009314","response to radiation","BP",20,2,15,0.99659291915546,0.000531222426153815
"GO:0009755","hormone-mediated signaling pathway","BP",11,5,4,0.279734840695079,0.625081763927365
"GO:0010212","response to ionizing radiation","BP",8,0,6,1,0.0324342515107264
"GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","BP",8,1,4,0.95983044272002,0.333387790858277
"GO:0016571","histone methylation","BP",7,3,3,0.421456398014824,0.509883138174582
"GO:0016573","histone acetylation","BP",13,4,7,0.669237964583999,0.160993572664227
"GO:0018022","peptidyl-lysine methylation","BP",5,1,3,0.865470480130593,0.264003351081446
"GO:0018393","internal peptidyl-lysine acetylation","BP",13,4,7,0.669237964583999,0.160993572664227
"GO:0018394","peptidyl-lysine acetylation","BP",13,4,7,0.669237964583999,0.160993572664227
"GO:0030518","intracellular steroid hormone receptor signaling pathway","BP",8,2,4,0.800186179038453,0.333387790858277
"GO:0030520","intracellular estrogen receptor signaling pathway","BP",4,1,2,0.798895615169579,0.46961733221483
"GO:0030522","intracellular receptor signaling pathway","BP",19,10,5,0.0591582621970129,0.886988370623532
"GO:0031056","regulation of histone modification","BP",14,6,6,0.299475047925169,0.415454504705014
"GO:0031057","negative regulation of histone modification","BP",4,0,2,1,0.46961733221483
"GO:0031058","positive regulation of histone modification","BP",10,5,5,0.205285512595204,0.289443984040306
"GO:0031060","regulation of histone methylation","BP",4,1,2,0.798895615169579,0.46961733221483
"GO:0031061","negative regulation of histone methylation","BP",3,0,2,1,0.306967466542153
"GO:0031062","positive regulation of histone methylation","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0031396","regulation of protein ubiquitination","BP",15,6,5,0.37014091389709,0.703048037207004
"GO:0031398","positive regulation of protein ubiquitination","BP",10,3,3,0.693782762890365,0.777368206458239
